peserta_id,gelombang_nama,pekerjaan_ayah,skor_pekerjaan_ayah,penghasilan_ayah,skor_penghasilan_ayah,pendidikan_ayah,status_hidup_ayah,pekerjaan_ibu,skor_pekerjaan_ibu,penghasilan_ibu,skor_penghasilan_ibu,pendidikan_ibu,status_hidup_ibu,jumlah_tanggungan_ortu,jenis_ukt,nilai_ukt
10329,SNBT,Mandiri Profesi Swasta,1,"Rp. 2.000.000,- sd Rp. 3.000.000,-",1,SMA/Sederajad,Hidup,Mandiri Profesi Swasta,1,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,2,6,3750000
9771,SNBT,Mandiri Profesi Swasta,1,"Rp. 500.000,- sd Rp. 1.000.000,-",1,S1/Sarjana,Hidup,Mandiri Profesi Swasta,1,"Rp. 500.000,- sd Rp. 1.000.000,-",1,S1/Sarjana,Hidup,2,4,2750000
8873,SNBT,Mandiri Profesi Swasta,1,"Rp. 2.000.000,- sd Rp. 3.000.000,-",1,S1/Sarjana,Hidup,Mandiri Profesi Swasta,1,"< Rp. 500.000,-",2,D3/Sederajat,Hidup,1,5,3250000
9059,SNBT,Tidak Bekerja krn Sudah Tua/Sakit,18,0,2,SD/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SD/Sederajad,Hidup,4,4,2750000
7621,SNBT,Petani dan Nelayan Pemilik Lahan,1,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SD/Sederajad,Hidup,Petani dan Nelayan Pemilik Lahan,1,"< Rp. 500.000,-",2,SD/Sederajad,Hidup,3,4,2750000
10088,SNBT,Mandiri Profesi Swasta,1,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,S1/Sarjana,Hidup,Mandiri Profesi Swasta,1,"Rp. 500.000,- sd Rp. 1.000.000,-",1,S1/Sarjana,Hidup,6,6,3750000
10801,SNBT,Petani dan Nelayan Pemilik Lahan,1,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,Petani dan Nelayan Pemilik Lahan,1,"< Rp. 500.000,-",2,S1/Sarjana,Hidup,5,5,3250000
9408,SNBT,Petani dan Nelayan Pemilik Lahan,1,"Tp. 7.000.000, -sd Rp. 10.0000.000,-",6,SD/Sederajad,Hidup,Petani dan Nelayan Pemilik Lahan,1,"Rp. 2.000.000,- sd Rp. 3.000.000,-",1,SD/Sederajad,Hidup,3,7,4000000
10456,SNBT,Pensiun Hidup,8,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,Pemilik Warung Makan,1,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,2,4,2750000
7548,SNBT,Staff Karyawan Swasta,8,"< Rp. 500.000,-",2,SMP/Sederajad,Hidup,Mandiri Profesi Swasta,1,"< Rp. 500.000,-",2,SMP/Sederajad,Hidup,3,6,3750000
10369,SNBT,Wiraswasta Pedagang Pasar/ Kaki Lima,10,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,Pemilik Warung Makan,1,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,3,6,3750000
7477,SNBT,Petani dan Nelayan Pemilik Lahan,1,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMP/Sederajad,Hidup,Wiraswasta Warung Rumahan,12,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SD/Sederajad,Hidup,1,5,3250000
7146,SNBT,Wiraswasta Pedagang Pasar/ Kaki Lima,10,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SD/Sederajad,Hidup,Petani dan Nelayan Pemilik Lahan,1,"< Rp. 500.000,-",2,SD/Sederajad,Hidup,2,4,2750000
7227,SNBT,Wiraswasta Pedagang Pasar/ Kaki Lima,10,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,Petani dan Nelayan Pemilik Lahan,1,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMP/Sederajad,Hidup,3,5,3250000
8685,SNBT,Pensiun Hidup,8,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMP/Sederajad,Hidup,ASN Guru (p3k),6,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,S1/Sarjana,Hidup,3,7,4000000
10242,SNBT,Mandiri Profesi Swasta,1,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,PNS Koordinator/Staf,6,"Rp. 4.000.000,- sd Rp. 5.000.000,-",8,D3/Sederajat,Hidup,3,5,3250000
11299,SNBT,Mandiri Profesi Swasta,1,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,S1/Sarjana,Hidup,PNS Koordinator/Staf,6,"Rp. 3.000.000,- sd Rp. 4.000.000,-",9,D3/Sederajat,Hidup,3,7,4000000
10837,SNBT,Petani dan Nelayan Pemilik Lahan,1,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,1,5,3250000
10694,SNBT,TNI/POLRI Perwira Menengah,2,"Rp. 3.000.000,- sd Rp. 4.000.000,-",9,S1/Sarjana,Hidup,PNS Koordinator/Staf,6,"Rp. 2.000.000,- sd Rp. 3.000.000,-",1,D3/Sederajat,Hidup,2,5,3250000
11269,SNBT,Penjual Onlline,1,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,ASN Guru (p3k),6,"Rp. 4.000.000,- sd Rp. 5.000.000,-",8,S1/Sarjana,Hidup,4,5,3250000
9519,SNBT,Mandiri Profesi Swasta,1,"Rp. 4.000.000,- sd Rp. 5.000.000,-",8,SMA/Sederajad,Hidup,Mandiri Profesi Swasta,1,"Rp. 5.000.000,- sd Rp. 7.000.000,-",7,S2/Megister,Hidup,3,5,3250000
9686,SNBT,Petani dan Nelayan Pemilik Lahan,1,"< Rp. 500.000,-",2,SD/Sederajad,Hidup,Wiraswasta Warung Rumahan,12,"< Rp. 500.000,-",2,SD/Sederajad,Hidup,3,4,2750000
6895,SNBT,Staff Karyawan Swasta,8,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,Staff Karyawan Swasta,8,"Rp. 500.000,- sd Rp. 1.000.000,-",1,S1/Sarjana,Hidup,3,6,3750000
7904,SNBT,Tidak Bekerja krn Sudah Tua/Sakit,18,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMP/Sederajad,Hidup,4,5,3250000
8087,SNBT,Meninggal tidak mempunyai pensiunan,20,0,2,SMA/Sederajad,Meninggal,Staff Karyawan Swasta,8,"Rp. 4.000.000,- sd Rp. 5.000.000,-",8,SMA/Sederajad,Hidup,3,5,3250000
8504,SNBT,Meninggal tidak mempunyai pensiunan,20,0,2,SMA/Sederajad,Meninggal,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,2,2,1000000
8527,SNBT,PNS Koordinator/Staf,6,"Rp. 3.000.000,- sd Rp. 4.000.000,-",9,S1/Sarjana,Hidup,PNS Koordinator/Staf,6,"Rp. 3.000.000,- sd Rp. 4.000.000,-",9,S1/Sarjana,Hidup,3,7,4000000
7659,SNBT,Meninggal tidak mempunyai pensiunan,20,0,2,SD/Sederajad,Meninggal,Wiraswasta Warung Rumahan,12,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SD/Sederajad,Hidup,6,2,1000000
7945,SNBT,Meninggal tidak mempunyai pensiunan,20,0,2,SMA/Sederajad,Meninggal,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,S1/Sarjana,Hidup,2,2,1000000
11004,SNBT,Meninggal tidak mempunyai pensiunan,20,0,2,SMA/Sederajad,Meninggal,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,"Rp. 500.000,- sd Rp. 1.000.000,-",1,D3/Sederajat,Hidup,2,2,1000000
11379,SNBT,Wiraswasta Warung Rumahan,12,"Rp. 5.000.000,- sd Rp. 7.000.000,-",7,S1/Sarjana,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,D3/Sederajat,Hidup,4,5,3250000
10824,SNBT,Wiraswasta Warung Rumahan,12,"Rp. 4.000.000,- sd Rp. 5.000.000,-",8,SD/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMP/Sederajad,Hidup,3,5,3250000
9339,SNBT,Tidak Bekerja krn Sudah Tua/Sakit,18,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SD/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SD/Sederajad,Hidup,4,4,2750000
8126,SNBT,Staff Karyawan Swasta,8,"Rp. 3.000.000,- sd Rp. 4.000.000,-",9,SMA/Sederajad,Hidup,Meninggal tidak mempunyai pensiunan,20,0,2,SMA/Sederajad,Meninggal,2,4,2750000
9699,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,Meninggal tidak mempunyai pensiunan,20,0,2,SMP/Sederajad,Meninggal,4,4,2750000
9236,SNBT,Pensiun Hidup,8,"< Rp. 500.000,-",2,S1/Sarjana,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,2,5,3250000
9260,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SD/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,"< Rp. 500.000,-",2,SD/Sederajad,Hidup,3,4,2750000
9337,SNBT,Pensiun Hidup,8,"Rp. 3.000.000,- sd Rp. 4.000.000,-",9,SMA/Sederajad,Hidup,PNS Koordinator/Staf,6,"Rp. 2.000.000,- sd Rp. 3.000.000,-",1,S1/Sarjana,Hidup,3,6,3750000
9810,SNBT,TNI/POLRI Bintara Tinggi,5,"Rp. 5.000.000,- sd Rp. 7.000.000,-",7,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,2,6,3750000
10474,SNBT,Buruh Tani/Nelayan/Tukang,14,"< Rp. 500.000,-",2,SMP/Sederajad,Hidup,Tidak Bekerja krn Sudah Tua/Sakit,18,0,2,SMP/Sederajad,Hidup,4,7,4000000
10655,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,3,4,2750000
10771,SNBT,Mandiri Profesi Swasta,1,"Rp. 2.000.000,- sd Rp. 3.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMP/Sederajad,Hidup,5,5,3250000
11137,SNBT,Pensiun Hidup,8,"Rp. 3.000.000,- sd Rp. 4.000.000,-",9,S1/Sarjana,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,3,5,3250000
11292,SNBT,TNI/POLRI Perwira Pratama,4,"Rp. 4.000.000,- sd Rp. 5.000.000,-",8,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,3,6,3750000
6695,SNBT,PNS Koordinator/Staf,6,"Rp. 3.000.000,- sd Rp. 4.000.000,-",9,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMP/Sederajad,Hidup,2,5,3250000
6995,SNBT,PNS Koordinator/Staf,6,"Rp. 5.000.000,- sd Rp. 7.000.000,-",7,D4/Sederajat,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,3,6,3750000
7437,SNBT,Buruh Tani/Nelayan/Tukang,14,"< Rp. 500.000,-",2,S1/Sarjana,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,2,4,2750000
7462,SNBT,Wiraswasta Pedagang Pasar/ Kaki Lima,10,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,2,5,3250000
7516,SNBT,Pemilik Warung Makan,1,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMP/Sederajad,Hidup,2,5,3250000
7558,SNBT,ASN Guru (p3k),6,"Rp. 2.000.000,- sd Rp. 3.000.000,-",1,S1/Sarjana,Hidup,ASN Guru (p3k),6,"Rp. 3.000.000,- sd Rp. 4.000.000,-",9,S1/Sarjana,Hidup,2,7,4000000
7799,SNBT,Tidak Bekerja krn Sudah Tua/Sakit,18,0,2,SMA/Sederajad,Hidup,Pensiun Hidup,8,"Rp. 3.000.000,- sd Rp. 4.000.000,-",9,S1/Sarjana,Hidup,3,4,2750000
11308,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 500.000,- sd Rp. 1.000.000,-",1,D4/Sederajat,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,3,4,2750000
11304,SNBT,Tidak Bekerja krn Sudah Tua/Sakit,18,0,2,S1/Sarjana,Hidup,PNS Koordinator/Staf,6,"Rp. 5.000.000,- sd Rp. 7.000.000,-",7,S1/Sarjana,Hidup,2,4,2750000
11260,SNBT,Meninggal tidak mempunyai pensiunan,20,0,2,D3/Sederajat,Meninggal,Wiraswasta Warung Rumahan,12,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,2,3,2000000
11192,SNBT,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,S1/Sarjana,Hidup,Staff Karyawan Swasta,8,"Rp. 5.000.000,- sd Rp. 7.000.000,-",7,D3/Sederajat,Hidup,2,5,3250000
10992,SNBT,Mandiri Profesi Swasta,1,"Rp. 2.000.000,- sd Rp. 3.000.000,-",1,SD/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,S1/Sarjana,Hidup,3,4,2750000
10800,SNBT,Wiraswasta Pedagang Pasar/ Kaki Lima,10,"Rp. 500.000,- sd Rp. 1.000.000,-",1,Lainya,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,1,4,2750000
10590,SNBT,Meninggal tidak mempunyai pensiunan,20,0,2,SMA/Sederajad,Meninggal,Wiraswasta Pedagang Pasar/ Kaki Lima,10,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,4,3,2000000
10417,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,4,3,2000000
10333,SNBT,Penjual Onlline,1,"< Rp. 500.000,-",2,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,5,3,2000000
10112,SNBT,Wiraswasta Pedagang Pasar/ Kaki Lima,10,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMP/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SD/Sederajad,Hidup,3,4,2750000
10031,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMP/Sederajad,Hidup,3,3,2000000
9688,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,2,4,2750000
9593,SNBT,Wiraswasta Pedagang Pasar/ Kaki Lima,10,"Rp. 4.000.000,- sd Rp. 5.000.000,-",8,SMA/Sederajad,Hidup,PNS Koordinator/Staf,6,"Rp. 5.000.000,- sd Rp. 7.000.000,-",7,D3/Sederajat,Hidup,4,5,3250000
9440,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 2.000.000,- sd Rp. 3.000.000,-",1,SD/Sederajad,Hidup,Buruh Tani/Nelayan/Tukang,14,"< Rp. 500.000,-",2,SD/Sederajad,Hidup,3,3,2000000
9119,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,5,5,3250000
9113,SNBT,Pensiun Hidup,8,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,"< Rp. 500.000,-",2,SMA/Sederajad,Hidup,1,4,2750000
9082,SNBT,Wiraswasta Warung Rumahan,12,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja krn Sudah Tua/Sakit,18,0,2,SMP/Sederajad,Hidup,4,4,2750000
8937,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SD/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SD/Sederajad,Hidup,1,3,2000000
8904,SNBT,Pengelola Toko,1,"Tp. 7.000.000, -sd Rp. 10.0000.000,-",6,S1/Sarjana,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,S1/Sarjana,Hidup,5,5,3250000
8535,SNBT,BUMN/BUMD Staff,5,"Tp. 7.000.000, -sd Rp. 10.0000.000,-",6,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,4,5,3250000
8520,SNBT,Mandiri Profesi Swasta,1,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,5,4,2750000
8457,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SD/Sederajad,Hidup,Buruh Tani/Nelayan/Tukang,14,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SD/Sederajad,Hidup,4,3,2000000
7942,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMP/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SD/Sederajad,Hidup,4,3,2000000
7967,SNBT,Mandiri Profesi Swasta,1,"Rp. 2.000.000,- sd Rp. 3.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,4,4,2750000
7903,SNBT,PNS Koordinator/Staf,6,"Rp. 3.000.000,- sd Rp. 4.000.000,-",9,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,2,5,3250000
7901,SNBT,PNS Koordinator/Staf,6,"Rp. 4.000.000,- sd Rp. 5.000.000,-",8,S2/Megister,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,4,5,3250000
7878,SNBT,Mandiri Profesi Swasta,1,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMP/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SD/Sederajad,Hidup,1,4,2750000
7665,SNBT,Petani dan Nelayan Pemilik Lahan,1,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMP/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SD/Sederajad,Hidup,3,3,2000000
8256,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMP/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,"< Rp. 500.000,-",2,SMA/Sederajad,Hidup,4,7,4000000
8454,SNBT,Staff Karyawan Swasta,8,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SD/Sederajad,Hidup,Meninggal tidak mempunyai pensiunan,20,0,2,SMP/Sederajad,Meninggal,3,4,2750000
8548,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SD/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SD/Sederajad,Hidup,1,4,2750000
8815,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SD/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SD/Sederajad,Hidup,4,4,2750000
8862,SNBT,Wiraswasta Warung Rumahan,12,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,Wiraswasta Warung Rumahan,12,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,2,4,2750000
9884,SNBT,Wiraswasta Pedagang Pasar/ Kaki Lima,10,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,4,4,2750000
9895,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 500.000,- sd Rp. 1.000.000,-",1,S1/Sarjana,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,4,4,2750000
9987,SNBT,Meninggal tidak mempunyai pensiunan,20,0,2,SMA/Sederajad,Meninggal,Wiraswasta Pedagang Pasar/ Kaki Lima,10,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,1,2,1000000
10038,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SD/Sederajad,Hidup,Petani Lahan Sewa,12,0,2,SD/Sederajad,Hidup,5,4,2750000
10109,SNBT,Staff Karyawan Swasta,8,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,2,4,2750000
10364,SNBT,Pensiun Hidup,8,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,Tidak Bekerja krn Sudah Tua/Sakit,18,"< Rp. 500.000,-",2,SMP/Sederajad,Hidup,2,4,2750000
10404,SNBT,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,S1/Sarjana,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,2,4,2750000
10546,SNBT,BUMN/BUMD Staff,5,"> Rp. 10.000.000,-",5,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMP/Sederajad,Hidup,2,7,4000000
10574,SNBT,Staff Karyawan Swasta,8,"Rp. 4.000.000,- sd Rp. 5.000.000,-",8,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,3,6,3750000
10827,SNBT,Buruh Tani/Nelayan/Tukang,14,"< Rp. 500.000,-",2,SMP/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SD/Sederajad,Hidup,3,4,2750000
10876,SNBT,Staff Karyawan Swasta,8,"Rp. 500.000,- sd Rp. 1.000.000,-",1,S1/Sarjana,Hidup,Meninggal tidak mempunyai pensiunan,20,0,2,S1/Sarjana,Meninggal,1,4,2750000
6786,SNBT,PNS Koordinator/Staf,6,"Rp. 4.000.000,- sd Rp. 5.000.000,-",8,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMP/Sederajad,Hidup,4,6,3750000
6793,SNBT,PNS Koordinator/Staf,6,"Rp. 4.000.000,- sd Rp. 5.000.000,-",8,D3/Sederajat,Hidup,ASN Guru (p3k),6,"Rp. 5.000.000,- sd Rp. 7.000.000,-",7,S1/Sarjana,Hidup,4,7,4000000
6868,SNBT,Pensiun Hidup,8,"Rp. 3.000.000,- sd Rp. 4.000.000,-",9,SMA/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,5,5,3250000
6899,SNBT,PNS Koordinator/Staf,6,"Rp. 3.000.000,- sd Rp. 4.000.000,-",9,S1/Sarjana,Hidup,PNS Koordinator/Staf,6,"Rp. 4.000.000,- sd Rp. 5.000.000,-",8,D3/Sederajat,Hidup,3,7,4000000
6994,SNBT,Petani Lahan Sewa,12,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SMA/Sederajad,Hidup,Petani Lahan Sewa,12,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SD/Sederajad,Hidup,4,4,2750000
7162,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 500.000,- sd Rp. 1.000.000,-",1,SD/Sederajad,Hidup,Petani dan Nelayan Pemilik Lahan,1,"< Rp. 500.000,-",2,SD/Sederajad,Hidup,4,4,2750000
7411,SNBT,Mandiri Profesi Swasta,1,"Rp. 3.000.000,- sd Rp. 4.000.000,-",9,S1/Sarjana,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,1,5,3250000
7418,SNBT,Staff Karyawan Swasta,8,"Rp. 4.000.000,- sd Rp. 5.000.000,-",8,D3/Sederajat,Hidup,Pengelola Laundry,1,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,D2/Sederajat,Hidup,3,7,4000000
7739,SNBT,Buruh Tani/Nelayan/Tukang,14,"Rp. 1.000.000,- sd Rp. 2.000.000,-",1,SMP/Sederajad,Hidup,Tidak Bekerja (PHK/Keluar dari Pekerjaan/RumahTangga),16,0,2,SMA/Sederajad,Hidup,3,4,2750000
