peserta_id,gelombang_nama,pekerjaan_ayah,skor_pekerjaan_ayah,penghasilan_ayah,skor_penghasilan_ayah,pendidikan_ayah,status_hidup_ayah,pekerjaan_ibu,skor_pekerjaan_ibu,penghasilan_ibu,skor_penghasilan_ibu,pendidikan_ibu,status_hidup_ibu,jumlah_tanggungan_ortu,jenis_ukt,nilai_ukt
1305,SM-KPN 1,TANI,2,500.000 atau kurang,1,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,3,2000000
1307,SM-KPN 1,PNS,5,4.000.001 - 5.000.000,8,,hidup,TIDAK ADA,0,0,0,,hidup,3,4,2750000
1314,SM-KPN 1,BURUH,1,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,1,3,2000000
1319,SM-KPN 1,WIRASWASTA,2,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,4,3,2000000
1335,SM-KPN 1,PNS,5,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,1,6,3750000
1338,SM-KPN 1,TIDAK ADA,0,500.000 atau kurang,1,,hidup,TANI,2,500.001 - 1.000.000,2,,hidup,1,4,2750000
1341,SM-KPN 1,WIRASWASTA,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,2,4,2750000
1343,SM-KPN 1,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,500.001 - 1.000.000,2,,hidup,,3,2000000
1345,SM-KPN 1,WIRASWASTA,2,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,0,0,,hidup,2,2,1000000
1350,SM-KPN 1,TANI,2,500.000 atau kurang,1,,hidup,TANI,2,500.000 atau kurang,1,,hidup,3,3,2000000
1352,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TANI,2,500.000 atau kurang,1,,hidup,1,3,2000000
1353,SM-KPN 1,SWASTA,3,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,1,3,2000000
1355,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,,3,2000000
1356,SM-KPN 1,PNS,5,4.000.001 - 5.000.000,8,,hidup,TIDAK ADA,0,0,0,,hidup,1,5,3250000
1357,SM-KPN 1,SWASTA,3,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,2,1000000
1358,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1360,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1361,SM-KPN 1,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1363,SM-KPN 1,,1,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,2,4,2750000
1366,SM-KPN 1,SWASTA,3,4.000.001 - 5.000.000,8,,hidup,TIDAK ADA,0,0,0,,hidup,3,4,2750000
1368,SM-KPN 1,WIRASWASTA,2,2.500.001 - 3.000.000,6,,hidup,TANI,2,500.000 atau kurang,1,,hidup,4,4,2750000
1369,SM-KPN 1,WIRASWASTA,2,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,2,1000000
1371,SM-KPN 1,,1,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,3,2000000
1372,SM-KPN 1,SWASTA,3,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,meninggal,1,3,2000000
1374,SM-KPN 1,TANI,2,0,0,,hidup,TIDAK ADA,0,0,0,,meninggal,3,3,2000000
1375,SM-KPN 1,PNS,5,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,2,5,3250000
1376,SM-KPN 1,TANI,2,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1378,SM-KPN 1,PENSIUNAN,4,3.000.001 - 4.000.000,7,,hidup,SWASTA,3,3.000.001 - 4.000.000,7,,hidup,3,4,2750000
1380,SM-KPN 1,SWASTA,3,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,3,3,2000000
1381,SM-KPN 1,SWASTA,3,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,7,4000000
1384,SM-KPN 1,TANI,2,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1385,SM-KPN 1,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1386,SM-KPN 1,SWASTA,3,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,4,2,1000000
1387,SM-KPN 1,WIRASWASTA,2,2.000.001 - 2.500.000,5,,hidup,PNS,5,4.000.001 - 5.000.000,8,,hidup,3,5,3250000
1388,SM-KPN 1,WIRASWASTA,2,10.000.001 - 15.000.000,1,,hidup,PNS,5,4.000.001 - 5.000.000,8,,hidup,3,4,2750000
1389,SM-KPN 1,WIRASWASTA,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,meninggal,2,2,1000000
1390,SM-KPN 1,TANI,2,1.000.001 - 1.500.000,3,,hidup,TANI,2,0,0,,hidup,3,3,2000000
1394,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TANI,2,500.000 atau kurang,1,,hidup,3,3,2000000
1395,SM-KPN 1,WIRASWASTA,2,1.500.001 - 2.000.000,4,,hidup,WIRASWASTA,2,1.500.001 - 2.000.000,4,,hidup,,3,2000000
1397,SM-KPN 1,TIDAK ADA,0,0,0,,hidup,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,2,3,2000000
1401,SM-KPN 1,TANI,2,1.000.001 - 1.500.000,3,,hidup,TANI,2,1.000.001 - 1.500.000,3,,hidup,,4,2750000
1403,SM-KPN 1,SWASTA,3,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,5,3250000
1409,SM-KPN 1,BURUH,1,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1410,SM-KPN 1,PENSIUNAN,4,4.000.001 - 5.000.000,8,,hidup,PNS,5,3.000.001 - 4.000.000,7,,hidup,2,3,2000000
1412,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,3,2000000
1415,SM-KPN 1,NELAYAN,1,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,3,2000000
1416,SM-KPN 1,TANI,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,3,2000000
1417,SM-KPN 1,PENSIUNAN,4,500.001 - 1.000.000,2,,meninggal,WIRASWASTA,2,500.000 atau kurang,1,,hidup,3,3,2000000
1421,SM-KPN 1,TANI,2,500.000 atau kurang,1,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,3,2000000
1426,SM-KPN 1,SWASTA,3,2.500.001 - 3.000.000,6,,hidup,,1,500.000 atau kurang,1,,hidup,4000000,5,3250000
1431,SM-KPN 1,POLRI,5,7.500.001 - 10.000.000,1,,hidup,SWASTA,3,0,0,,hidup,2,7,4000000
1439,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TANI,2,500.001 - 1.000.000,2,,hidup,6,3,2000000
1460,SM-KPN 1,SWASTA,3,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,3,2000000
1463,SM-KPN 1,BURUH,1,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,0,0,,hidup,1,2,1000000
1464,SM-KPN 1,TANI,2,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,0,0,,hidup,4,3,2000000
1465,SM-KPN 1,TANI,2,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,4,3,2000000
1469,SM-KPN 1,PNS,5,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,2,6,3750000
1474,SM-KPN 1,SWASTA,3,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,6,5,3250000
1479,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,1,3,2000000
1481,SM-KPN 1,WIRASWASTA,2,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1482,SM-KPN 1,WIRASWASTA,2,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,4,5,3250000
1483,SM-KPN 1,WIRASWASTA,2,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,3,2000000
1485,SM-KPN 1,TIDAK ADA,0,0,0,,meninggal,TANI,2,500.000 atau kurang,1,,hidup,2,2,1000000
1487,SM-KPN 1,WIRASWASTA,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,500.001 - 1.000.000,2,,hidup,3,3,2000000
1491,SM-KPN 1,TANI,2,4.000.001 - 5.000.000,8,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,6,3750000
1492,SM-KPN 1,TIDAK ADA,0,0,0,,meninggal,TIDAK ADA,0,500.000 atau kurang,1,,hidup,1,1,500000
1498,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,6,3,2000000
1499,SM-KPN 1,TIDAK ADA,0,0,0,,meninggal,TIDAK ADA,0,500.001 - 1.000.000,2,,hidup,2,2,1000000
1504,SM-KPN 1,WIRASWASTA,2,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,0,0,,hidup,3,3,2000000
1507,SM-KPN 1,WIRASWASTA,2,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,1,4,2750000
1508,SM-KPN 1,WIRASWASTA,2,5.000.001 - 7.500.000,1,,hidup,TIDAK ADA,0,0,0,,meninggal,2,5,3250000
1512,SM-KPN 1,BURUH,1,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,8,4,2750000
1513,SM-KPN 1,PNS,5,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,3,6,3750000
1514,SM-KPN 1,TANI,2,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1516,SM-KPN 1,TANI,2,1.000.001 - 1.500.000,3,,hidup,TANI,2,500.001 - 1.000.000,2,,hidup,2,3,2000000
1519,SM-KPN 1,PNS,5,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,4,6,3750000
1527,SM-KPN 1,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,,3,2000000
1530,SM-KPN 1,TANI,2,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,4,3,2000000
1531,SM-KPN 1,SWASTA,3,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,1,3,2000000
1532,SM-KPN 1,BURUH,1,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,4,4,2750000
1538,SM-KPN 1,SWASTA,3,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,4,3,2000000
1543,SM-KPN 1,WIRASWASTA,2,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,3,2000000
1552,SM-KPN 1,WIRASWASTA,2,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,,4,2750000
1558,SM-KPN 1,SWASTA,3,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,3,4,2750000
1559,SM-KPN 1,WIRASWASTA,2,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,2,1000000
1563,SM-KPN 1,BURUH,1,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,3,4,2750000
1573,SM-KPN 1,BURUH,1,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,2,1000000
1580,SM-KPN 1,PENSIUNAN,4,0,0,,hidup,TIDAK ADA,0,0,0,,hidup,3,4,2750000
1583,SM-KPN 1,SWASTA,3,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,3,4,2750000
1585,SM-KPN 1,PNS,5,5.000.001 - 7.500.000,1,,hidup,TIDAK ADA,0,0,0,,hidup,2,5,3250000
1587,SM-KPN 1,WIRASWASTA,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,2,2,1000000
1590,SM-KPN 1,BURUH,1,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,4,2750000
1591,SM-KPN 1,PNS,5,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,4,6,3750000
1592,SM-KPN 1,WIRASWASTA,2,1.500.001 - 2.000.000,4,,hidup,PNS,5,3.000.001 - 4.000.000,7,,hidup,3,5,3250000
1598,SM-KPN 1,WIRASWASTA,2,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,2,5,3250000
1601,SM-KPN 1,WIRASWASTA,2,4.000.001 - 5.000.000,8,,hidup,TANI,2,1.500.001 - 2.000.000,4,,hidup,2,5,3250000
1602,SM-KPN 1,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1604,SM-KPN 1,SWASTA,3,2.000.001 - 2.500.000,5,,hidup,PNS,5,3.000.001 - 4.000.000,7,,hidup,3,5,3250000
1608,SM-KPN 1,BURUH,1,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,2,4,2750000
1609,SM-KPN 1,SWASTA,3,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1615,SM-KPN 1,PNS,5,5.000.001 - 7.500.000,1,,hidup,PNS,5,5.000.001 - 7.500.000,1,,hidup,3,7,4000000
1625,SM-KPN 1,SWASTA,3,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,4,2750000
1628,SM-KPN 1,BURUH,1,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,2,4,2750000
1630,SM-KPN 1,SWASTA,3,500.000 atau kurang,1,,hidup,SWASTA,3,500.000 atau kurang,1,,hidup,1,2,1000000
1631,SM-KPN 1,WIRASWASTA,2,7.500.001 - 10.000.000,1,,hidup,TIDAK ADA,0,0,0,,hidup,2,6,3750000
1641,SM-KPN 1,SWASTA,3,2.000.001 - 2.500.000,5,,hidup,PNS,5,2.500.001 - 3.000.000,6,,hidup,2,3,2000000
1642,SM-KPN 1,BUMN,4,10.000.001 - 15.000.000,1,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,4,5,3250000
1643,SM-KPN 1,WIRASWASTA,2,1.000.001 - 1.500.000,3,,meninggal,WIRASWASTA,2,1.000.001 - 1.500.000,3,,hidup,1,2,1000000
1651,SM-KPN 1,PNS,5,3.000.001 - 4.000.000,7,,hidup,PNS,5,2.500.001 - 3.000.000,6,,hidup,3,7,4000000
1654,SM-KPN 1,TIDAK ADA,0,0,0,,meninggal,WIRASWASTA,2,4.000.001 - 5.000.000,8,,hidup,5,3,2000000
1656,SM-KPN 1,SWASTA,3,500.000 atau kurang,1,,meninggal,SWASTA,3,1.000.001 - 1.500.000,3,,hidup,4,2,1000000
1658,SM-KPN 1,WIRASWASTA,2,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,1,4,2750000
1661,SM-KPN 1,WIRASWASTA,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,3,4,2750000
1663,SM-KPN 1,SWASTA,3,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,6,4,2750000
1672,SM-KPN 1,WIRASWASTA,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,7,3,2000000
1678,SM-KPN 1,SWASTA,3,1.000.001 - 1.500.000,3,,meninggal,SWASTA,3,1.500.001 - 2.000.000,4,,hidup,4,3,2000000
1682,SM-KPN 1,POLRI,5,4.000.001 - 5.000.000,8,,hidup,TIDAK ADA,0,0,0,,hidup,4,6,3750000
1685,SM-KPN 1,SWASTA,3,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,3,5,3250000
1687,SM-KPN 1,TANI,2,1.500.001 - 2.000.000,4,,hidup,TANI,2,1.000.001 - 1.500.000,3,,hidup,2,3,2000000
1689,SM-KPN 1,BURUH,1,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1690,SM-KPN 1,TIDAK ADA,0,0,0,,hidup,BURUH,1,1.000.001 - 1.500.000,3,,hidup,3,3,2000000
1695,SM-KPN 1,SWASTA,3,1.500.001 - 2.000.000,4,,hidup,WIRASWASTA,2,0,0,,hidup,2,3,2000000
1697,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TANI,2,500.001 - 1.000.000,2,,hidup,7,4,2750000
1698,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TANI,2,500.000 atau kurang,1,,hidup,4,2,1000000
1702,SM-KPN 1,SWASTA,3,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,5,5,3250000
1706,SM-KPN 1,TANI,2,1.500.001 - 2.000.000,4,,hidup,TANI,2,500.000 atau kurang,1,,hidup,4,3,2000000
1713,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,3,2000000
1718,SM-KPN 1,WIRASWASTA,2,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,meninggal,2,2,1000000
1719,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,1,3,2000000
1720,SM-KPN 1,WIRASWASTA,2,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,5,3250000
1734,SM-KPN 1,BURUH,1,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,3,4,2750000
1740,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TANI,2,500.001 - 1.000.000,2,,hidup,2,4,2750000
1745,SM-KPN 1,PNS,5,5.000.001 - 7.500.000,1,,hidup,PNS,5,4.000.001 - 5.000.000,8,,hidup,2,5,3250000
1747,SM-KPN 1,PNS,5,3.000.001 - 4.000.000,7,,hidup,PNS,5,2.500.001 - 3.000.000,6,,hidup,4,7,4000000
1748,SM-KPN 1,SWASTA,3,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,2,5,3250000
1749,SM-KPN 1,POLRI,5,5.000.001 - 7.500.000,1,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,4,5,3250000
1750,SM-KPN 1,TANI,2,2.000.001 - 2.500.000,5,,hidup,TANI,2,2.000.001 - 2.500.000,5,,hidup,3,3,2000000
1753,SM-KPN 1,BURUH,1,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,3,3,2000000
1757,SM-KPN 1,SWASTA,3,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,3,5,3250000
1760,SM-KPN 1,WIRASWASTA,2,500.000 atau kurang,1,,hidup,WIRASWASTA,2,500.000 atau kurang,1,,hidup,2,3,2000000
1761,SM-KPN 1,SWASTA,3,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,3,2000000
1764,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1766,SM-KPN 1,SWASTA,3,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1767,SM-KPN 1,PENSIUNAN,4,4.000.001 - 5.000.000,8,,meninggal,TIDAK ADA,0,0,0,,hidup,0,4,2750000
1770,SM-KPN 1,TANI,2,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,0,0,,hidup,4,3,2000000
1772,SM-KPN 1,WIRASWASTA,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1775,SM-KPN 1,PNS,5,4.000.001 - 5.000.000,8,,hidup,WIRASWASTA,2,0,0,,hidup,2,4,2750000
1776,SM-KPN 1,TANI,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,3,3,2000000
1780,SM-KPN 1,SWASTA,3,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,2,4,2750000
1783,SM-KPN 1,TANI,2,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,500.001 - 1.000.000,2,,hidup,3,3,2000000
1787,SM-KPN 1,WIRASWASTA,2,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,4,2750000
1789,SM-KPN 1,PNS,5,2.500.001 - 3.000.000,6,,hidup,SWASTA,3,500.000 atau kurang,1,,hidup,2,7,4000000
1790,SM-KPN 1,TANI,2,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1795,SM-KPN 1,SWASTA,3,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,1,5,3250000
1797,SM-KPN 1,SWASTA,3,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,1,4,2750000
1800,SM-KPN 1,SWASTA,3,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,3,3,2000000
1807,SM-KPN 1,POLRI,5,3.000.001 - 4.000.000,7,,hidup,PNS,5,3.000.001 - 4.000.000,7,,hidup,5,5,3250000
1808,SM-KPN 1,TIDAK ADA,0,0,0,,meninggal,SWASTA,3,2.000.001 - 2.500.000,5,,hidup,3,3,2000000
1809,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TANI,2,500.001 - 1.000.000,2,,hidup,2,4,2750000
1811,SM-KPN 1,BURUH,1,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,3,3,2000000
1812,SM-KPN 1,WIRASWASTA,2,2.500.001 - 3.000.000,6,,meninggal,WIRASWASTA,2,3.000.001 - 4.000.000,7,,hidup,2,4,2750000
1818,SM-KPN 1,PURNAWIRAWAN,4,4.000.001 - 5.000.000,8,,hidup,TIDAK ADA,0,0,0,,hidup,1,6,3750000
1820,SM-KPN 1,SWASTA,3,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,2,5,3250000
1821,SM-KPN 1,SWASTA,3,2.500.001 - 3.000.000,6,,hidup,BURUH,1,1.500.001 - 2.000.000,4,,hidup,4,2,1000000
1824,SM-KPN 1,WIRASWASTA,2,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,5,3,2000000
1828,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,1,3,2000000
1829,SM-KPN 1,WIRASWASTA,2,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,2,4,2750000
1832,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TANI,2,500.000 atau kurang,1,,hidup,4,3,2000000
1833,SM-KPN 1,TIDAK ADA,0,0,0,,meninggal,TIDAK ADA,0,1.000.001 - 1.500.000,3,,hidup,1,2,1000000
1836,SM-KPN 1,WIRASWASTA,2,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,3,3,2000000
1837,SM-KPN 1,WIRASWASTA,2,2.000.001 - 2.500.000,5,,hidup,WIRASWASTA,2,500.000 atau kurang,1,,hidup,2,5,3250000
1838,SM-KPN 1,TIDAK ADA,0,0,0,,hidup,PNS,5,4.000.001 - 5.000.000,8,,hidup,2,4,2750000
1839,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,5,3,2000000
1844,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,WIRASWASTA,2,1.000.001 - 1.500.000,3,,hidup,2,3,2000000
1846,SM-KPN 1,TIDAK ADA,0,0,0,,hidup,SWASTA,3,500.000 atau kurang,1,,hidup,0,5,3250000
1849,SM-KPN 1,BURUH,1,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,1,4,2750000
1850,SM-KPN 1,BURUH,1,2.000.001 - 2.500.000,5,,hidup,TIDAK ADA,0,0,0,,hidup,8,3,2000000
1856,SM-KPN 1,SWASTA,3,1.000.001 - 1.500.000,3,,hidup,TIDAK ADA,0,0,0,,hidup,7,3,2000000
1857,SM-KPN 1,BURUH,1,1.500.001 - 2.000.000,4,,hidup,PNS,5,3.000.001 - 4.000.000,7,,hidup,4,5,3250000
1864,SM-KPN 1,TANI,2,2.500.001 - 3.000.000,6,,hidup,TANI,2,1.500.001 - 2.000.000,4,,hidup,,4,2750000
1870,SM-KPN 1,TANI,2,1.000.001 - 1.500.000,3,,hidup,TANI,2,500.000 atau kurang,1,,hidup,4,4,2750000
1873,SM-KPN 1,PENSIUNAN,4,0,0,,hidup,TIDAK ADA,0,0,0,,meninggal,3,4,2750000
1875,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,hidup,2,3,2000000
1881,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TIDAK ADA,0,0,0,,meninggal,3,2,1000000
1883,SM-KPN 1,WIRASWASTA,2,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,,2,1000000
1886,SM-KPN 1,SWASTA,3,500.001 - 1.000.000,2,,meninggal,SWASTA,3,500.001 - 1.000.000,2,,hidup,6,2,1000000
1887,SM-KPN 1,BURUH,1,2.500.001 - 3.000.000,6,,hidup,TIDAK ADA,0,0,0,,hidup,2,2,1000000
1894,SM-KPN 1,SWASTA,3,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,2,5,3250000
1896,SM-KPN 1,TANI,2,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,0,0,,hidup,4,3,2000000
1905,SM-KPN 1,TANI,2,500.000 atau kurang,1,,hidup,TIDAK ADA,0,0,0,,hidup,3,4,2750000
1907,SM-KPN 1,TANI,2,500.001 - 1.000.000,2,,hidup,TANI,2,500.001 - 1.000.000,2,,hidup,4,3,2000000
1922,SM-KPN 1,PNS,5,1.500.001 - 2.000.000,4,,hidup,TIDAK ADA,0,500.000 atau kurang,1,,hidup,4,5,3250000
1923,SM-KPN 1,PNS,5,3.000.001 - 4.000.000,7,,hidup,TIDAK ADA,0,0,0,,hidup,2,5,3250000
1927,SM-KPN 1,TIDAK ADA,0,0,0,,hidup,TIDAK ADA,0,500.001 - 1.000.000,2,,hidup,4,2,1000000
